date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:53:25	599264/599264	---MCZ	200	added ('OK')	text/css	etag:%22924e0-598c905475573-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/style.min.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/style.min.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:53:29	240427/240427	---MCZ	200	added ('OK')	application/javascript	etag:%223ab2b-583162e7cfaa7-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/calendar/jquery-ui.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/calendar/jquery-ui.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-calendar.html)
15:53:32	43247/43247	---M-Z	200	added ('OK')	application/javascript	etag:%22a8ef-583162e7fbdae-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sparkline/jquery.sparkline.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sparkline/jquery.sparkline.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-calendar.html)
15:53:34	146860/146860	---M-Z	200	added ('OK')	application/javascript	etag:%2223dac-583162e7f5c06-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/moment/moment.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/moment/moment.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-calendar.html)
15:53:37	9867/9867	---M-Z	200	added ('OK')	application/javascript	etag:%22268b-583162e7cc3f7-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/calendar/dist/cal-init.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/calendar/dist/cal-init.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-calendar.html)
15:53:37	213774/213774	---M-Z	200	added ('OK')	application/javascript	etag:%223430e-58be6eaffaedb-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/calendar/dist/fullcalendar.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/calendar/dist/fullcalendar.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-calendar.html)
15:53:37	727011/727011	---M--	200	added ('OK')	text/html	etag:%22b17e3-598c90547883b%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/icon-iconmind.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/icon-iconmind.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:53:38	3389/3389	---M-Z	200	added ('OK')	text/css	etag:%22d3d-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/chat-app-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/chat-app-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-chat.html)
15:53:39	977/977	---M-Z	200	added ('OK')	application/javascript	etag:%223d1-583162e8a4112-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/js/pages/chat.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/js/pages/chat.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-chat.html)
15:53:41	8456/8456	---M-Z	200	added ('OK')	text/css	etag:%222108-583d1024412da-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/footable/css/footable.bootstrap.min.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/footable/css/footable.bootstrap.min.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-ticket.html)
15:53:43	1745/1745	---M-Z	200	added ('OK')	text/css	etag:%226d1-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/contact-app-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/contact-app-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-ticket.html)
15:53:45	2474/2474	---M-Z	200	added ('OK')	text/css	etag:%229aa-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/footable-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/footable-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-ticket.html)
15:53:47	82232/82232	---M-Z	200	added ('OK')	application/javascript	etag:%2214138-583162e7e3327-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/footable/js/footable.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/footable/js/footable.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-ticket.html)
15:53:56	1225/1225	---M-Z	200	added ('OK')	text/css	etag:%224c9-598c9054749bb-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/inbox.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/inbox.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-email.html)
15:54:00	12587/12587	---M-Z	200	added ('OK')	text/css	etag:%22312b-583162e7d5097-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/dropzone-master/dist/dropzone.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/dropzone-master/dist/dropzone.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-compose.html)
15:54:07	71422/71422	---M--	200	added ('OK')	text/html	etag:%22116fe-598c905473a1b%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-contact2.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/app-contact2.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:54:08	90707/90707	---M--	200	added ('OK')	text/html	etag:%2216253-598c905473a1b%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-contact.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/app-contact.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:54:09	75098/75098	---M--	200	added ('OK')	text/html	etag:%221255a-598c905473a1b%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-contact-detail.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/app-contact-detail.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:54:10	21235/21235	---M-Z	200	added ('OK')	application/javascript	etag:%2252f3-583162e7e564f-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/html5-editor/bootstrap-wysihtml5.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/html5-editor/bootstrap-wysihtml5.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-compose.html)
15:54:16	332121/332121	---MCZ	200	added ('OK')	application/javascript	etag:%2251159-583162e7e5a37-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/html5-editor/wysihtml5-0.3.0.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/html5-editor/wysihtml5-0.3.0.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-compose.html)
15:54:31	100486/100486	---M--	200	added ('OK')	image/jpeg	etag:%2218886-583162e7b06a8%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img4.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img4.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-cards.html)
15:54:31	54216/54216	---M--	200	added ('OK')	image/jpeg	etag:%22d3c8-583162e7b06a8%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img5.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img5.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-cards.html)
15:54:35	12301/12301	---M-Z	200	added ('OK')	text/css	etag:%22300d-583162e7b7fc0-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/Magnific-Popup-master/dist/magnific-popup.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/Magnific-Popup-master/dist/magnific-popup.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-user-card.html)
15:54:36	3557/3557	---M-Z	200	added ('OK')	text/css	etag:%22de5-598c9054749bb-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/user-card.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/user-card.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-user-card.html)
15:54:36	78173/78173	---M--	200	added ('OK')	image/jpeg	etag:%221315d-583162e7b06a8%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img6.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img6.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-cards.html)
15:54:36	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-583162e7b7fc0-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/Magnific-Popup-master/dist/jquery.magnific-popup.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/Magnific-Popup-master/dist/jquery.magnific-popup.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-user-card.html)
15:54:38	3266/3266	---M-Z	200	added ('OK')	application/javascript	etag:%22cc2-583162e7b7bd8-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/Magnific-Popup-master/dist/jquery.magnific-popup-init.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/Magnific-Popup-master/dist/jquery.magnific-popup-init.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-user-card.html)
15:54:39	64400/64400	---M-Z	200	added ('OK')	application/javascript	etag:%22fb90-583162e7d5097-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/dropzone-master/dist/dropzone.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/dropzone-master/dist/dropzone.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/app-compose.html)
15:54:40	7504/7504	---M-Z	200	added ('OK')	application/javascript	etag:%221d50-58be6eb017013-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/js/custom.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/js/custom.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-buttons.html)
15:54:41	22528/22528	---M--	200	added ('OK')	image/png	etag:%225800-583162e7af708%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/model2.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/model2.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-modals.html)
15:54:42	22463/22463	---M--	200	added ('OK')	image/png	etag:%2257bf-583162e7af320%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/model.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/model.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-modals.html)
15:54:43	1654/1654	---M-Z	200	added ('OK')	text/css	etag:%22676-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/tab-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/tab-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-tab.html)
15:54:43	22070/22070	---M--	200	added ('OK')	image/png	etag:%225636-583162e7af708%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/model3.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/model3.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-modals.html)
15:54:43	8262/8262	---M-Z	200	added ('OK')	text/css	etag:%222046-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/stylish-tooltip.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/stylish-tooltip.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-tooltip-stylish.html)
15:54:44	11355/11355	---M--	200	added ('OK')	image/png	etag:%222c5b-583162e7b4528%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/tooltip/Euclid.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/tooltip/Euclid.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-tooltip-stylish.html)
15:54:44	27836/27836	---M-Z	200	added ('OK')	text/css	etag:%226cbc-5871ce15c49c9-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sweetalert2/dist/sweetalert2.min.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sweetalert2/dist/sweetalert2.min.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:46	21612/21612	---M--	200	added ('OK')	image/png	etag:%22546c-583162e7aef38%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:47	21633/21633	---M--	200	added ('OK')	image/png	etag:%225481-583162e7aef38%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert2.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert2.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:48	23191/23191	---M--	200	added ('OK')	image/png	etag:%225a97-583162e7af320%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert5.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert5.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:49	21948/21948	---M--	200	added ('OK')	image/png	etag:%2255bc-583162e7aef38%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert3.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert3.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:50	22961/22961	---M--	200	added ('OK')	image/png	etag:%2259b1-583162e7af320%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert4.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert4.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:51	23729/23729	---M--	200	added ('OK')	image/png	etag:%225cb1-583162e7af320%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert7.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert7.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:52	23227/23227	---M--	200	added ('OK')	image/png	etag:%225abb-583162e7af320%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert6.png	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/images/alert/alert6.png	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:53	64590/64590	---M-Z	200	added ('OK')	application/javascript	etag:%22fc4e-5871ce15c49c9-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sweetalert2/dist/sweetalert2.all.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sweetalert2/dist/sweetalert2.all.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:53	13419/13419	---M-Z	200	added ('OK')	application/javascript	etag:%22346b-5871ce15c49c9-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sweetalert2/sweet-alert.init.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/sweetalert2/sweet-alert.init.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-sweetalert.html)
15:54:54	3868/3868	---M-Z	200	added ('OK')	text/css	etag:%22f1c-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/other-pages.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/other-pages.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-notification.html)
15:54:55	1588/1588	---M-Z	200	added ('OK')	application/javascript	etag:%22634-583162e8a44fa-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/js/pages/toastr.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/js/pages/toastr.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-notification.html)
15:54:58	3389/3389	---M-Z	200	added ('OK')	text/css	etag:%22d3d-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/timeline-vertical-horizontal.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/timeline-vertical-horizontal.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-timeline.html)
15:55:00	1102/1102	---M-Z	200	added ('OK')	text/css	etag:%2244e-583162e8a3172-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/ui-bootstrap-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/ui-bootstrap-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-typography.html)
15:55:08	11055/11055	---M-Z	200	added ('OK')	text/css	etag:%222b2f-583162e7e4e7f-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/horizontal-timeline/css/horizontal-timeline.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/horizontal-timeline/css/horizontal-timeline.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-horizontal-timeline.html)
15:55:10	68012/68012	---M--	200	added ('OK')	text/html	etag:%22109ac-598c90547de2b%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-nestable.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/ui-nestable.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:55:14	78919/78919	---M--	200	added ('OK')	text/html	etag:%2213447-598c90547e213%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-progressbar.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/ui-progressbar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:55:19	61551/61551	---M--	200	added ('OK')	text/html	etag:%22f06f-598c90547e213%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-range-slider.html	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/ui-range-slider.html	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/index.html)
15:55:26	4096/4096	---M-Z	200	added ('OK')	application/javascript	etag:%221000-583162e7fb9c6-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/jquery.sessionTimeout.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/jquery.sessionTimeout.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-session-timeout.html)
15:55:27	411/411	---M-Z	200	added ('OK')	application/javascript	etag:%2219b-583162e7fb9c6-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/session-timeout-init.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/session-timeout-init.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-session-timeout.html)
15:55:32	4544/4544	---M-Z	200	added ('OK')	application/javascript	etag:%2211c0-583162e7fb9c6-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/idle/jquery.idletimer.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/idle/jquery.idletimer.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-session-ideal-timeout.html)
15:55:32	4946/4946	---M-Z	200	added ('OK')	application/javascript	etag:%221352-583162e7fb9c6-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/idle/jquery.idletimeout.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/idle/jquery.idletimeout.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-session-ideal-timeout.html)
15:55:37	1540/1540	---M-Z	200	added ('OK')	application/javascript	etag:%22604-583162e7fb9c6-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/idle/session-timeout-idle-init.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/session-timeout/idle/session-timeout-idle-init.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-session-ideal-timeout.html)
15:55:38	859/859	---M-Z	200	added ('OK')	text/css	etag:%2235b-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/breadcrumb-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/breadcrumb-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-breadcrumb.html)
15:55:39	5613/5613	---M-Z	200	added ('OK')	text/css	etag:%2215ed-583162e7bc610-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/bootstrap-switch/bootstrap-switch.min.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/bootstrap-switch/bootstrap-switch.min.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-bootstrap-switch.html)
15:55:39	3162/3162	---M-Z	200	added ('OK')	text/css	etag:%22c5a-583162e8a29a2-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/bootstrap-switch.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/bootstrap-switch.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-bootstrap-switch.html)
15:55:40	14920/14920	---M-Z	200	added ('OK')	application/javascript	etag:%223a48-583162e7bc610-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/bootstrap-switch/bootstrap-switch.min.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/bootstrap-switch/bootstrap-switch.min.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-bootstrap-switch.html)
15:55:40	1772/1772	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Jan%202020%2010:25:39%20GMT	http://eliteadmin.themedesigner.in/demos/assets/images/users/1.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/assets/images/users/1.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-list-media.html)
15:55:41	1772/1772	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Jan%202020%2010:25:40%20GMT	http://eliteadmin.themedesigner.in/demos/assets/images/users/2.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/assets/images/users/2.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-list-media.html)
15:55:41	1772/1772	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Jan%202020%2010:25:41%20GMT	http://eliteadmin.themedesigner.in/demos/assets/images/users/3.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/assets/images/users/3.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-list-media.html)
15:55:42	1772/1772	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Jan%202020%2010:25:41%20GMT	http://eliteadmin.themedesigner.in/demos/assets/images/users/4.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/assets/images/users/4.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-list-media.html)
15:55:42	1772/1772	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Jan%202020%2010:25:41%20GMT	http://eliteadmin.themedesigner.in/demos/assets/images/big/img1.jpg	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/assets/images/big/img1.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-list-media.html)
15:55:45	8637/8637	---M-Z	200	added ('OK')	text/css	etag:%2221bd-583162e8a2d8a-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/ribbon-page.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/hospital/dist/css/pages/ribbon-page.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-ribbons.html)
15:55:45	18443/18443	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2024%20Jan%202020%2010:25:43%20GMT	https://cdn.rawgit.com/google/code-prettify/master/loader/run_prettify.js?lang=css&skin=default	G:/Hacakthon]/elite/cdn.rawgit.com/google/code-prettify/master/loader/run_prettify2102.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-list-media.html)
15:55:45	7213/7213	---M-Z	200	added ('OK')	text/css	etag:%221c2d-583162e7f775e-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/prism/prism.css	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/prism/prism.css	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-carousel.html)
15:55:46	14235/14235	---M-Z	200	added ('OK')	application/javascript	etag:%22379b-583162e7f775e-gzip%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/prism/prism.js	G:/Hacakthon]/elite/eliteadmin.themedesigner.in/demos/bt4/assets/node_modules/prism/prism.js	(from http://eliteadmin.themedesigner.in/demos/bt4/hospital/ui-carousel.html)
